Make,Model,Score,Price,Year,Mileage,Date,Source,OnSale,Days,Link,Image,Hash
Mitsubishi,Mirage G4 Es Fwd,30.869133919716152,12995.0,2020,28895,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=332202982/NONE,2018_Chevrolet_Cruze_LS_Sedan_FWD,589916600
Nissan,Sentra S Fwd,30.847403138147307,13595.0,2018,39179,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342908003/NONE,2018_Nissan_Altima_2.5_SR,479273532
Ford,Fiesta Se Hatchback Fwd,30.753575663402614,9995.0,2019,60834,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340793117/NONE,2014_Mitsubishi_Outlander_SE_AWD,498191934
Honda,Civic Hatchback Sport Fwd,30.66032766262689,8950.0,2018,61663,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340494268/NONE,2019_Kia_Stinger_Premium_RWD,628892170
Honda,Cr-v Ex-l Awd,30.449717164883687,10950.0,2017,57047,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343318042/NONE,2022_Nissan_Frontier_SV_King_Cab_RWD,579589495
Mitsubishi,Mirage Es Fwd,30.062752943969755,14337.0,2020,27379,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=330832025/NONE,2018_Chevrolet_Spark_LS_FWD,558647230
Nissan,Versa S Plus,29.95025939427962,12995.0,2017,40135,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348108274/NONE,2016_Ford_Fusion_SE,490236030
Chevrolet,Cruze Ls Sedan Fwd,29.16193222171493,10999.0,2014,41143,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=349116692/NONE,2018_Hyundai_Accent_SE_Sedan_FWD,751499496
Toyota,Corolla L,28.93197453288382,13995.0,2015,50871,2023-02-01,CarGuru,True,8,,2017_Chevrolet_Malibu_LT_FWD,618557130
Nissan,Sentra S Fwd,28.65566233568432,11995.0,2019,45902,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337946675/NONE,2017_Alfa_Romeo_Giulia_RWD,560087148
Nissan,Leaf S,28.628148121781482,12442.0,2015,40333,2023-02-01,CarGuru,True,8,,2016_Nissan_LEAF_S,489716226
Chevrolet,Cruze Ls Sedan Fwd,28.08686026769736,12495.0,2018,44477,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346376340/NONE,2016_Kia_Optima_EX,814088754
Nissan,Leaf S,27.953146877720325,11988.0,2015,41982,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344595000/NONE,2015_Volkswagen_Jetta_SE,509504436
Nissan,Sentra S,27.08765621447845,9995.0,2017,49087,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334083259/NONE,2020_Nissan_Frontier_SV_Crew_Cab_RWD,596209794
Chevrolet,Cruze L Sedan Fwd,26.988534673045216,11995.0,2016,44347,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347416195/NONE,2016_Dodge_Grand_Caravan_American_Value_Package_FWD,809933758
Kia,Rio S Fwd,26.983101660831444,12495.0,2019,33274,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342053678/NONE,2015_Chevrolet_Equinox_LS_FWD,204464448
Ford,Fiesta Se Hatchback,26.877141843908483,11995.0,2018,60626,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347402941/NONE,2017_Chevrolet_Cruze_LS_Sedan_FWD,495298602
Hyundai,Accent Value Edition Sedan Fwd,26.867994065896976,10995.0,2017,47525,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347622238/NONE,2015_Hyundai_Sonata_SE_FWD,679581575
Nissan,Rogue Sv,26.841085673149717,12999.0,2015,41493,2023-02-01,CarGuru,True,8,,2016_Toyota_Corolla_Special_Edition_Package,504354162
Ford,Fiesta Se,26.77553246635692,10950.0,2017,61472,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344963339/NONE,2018_Nissan_Sentra_S_FWD,498518396
Hyundai,Accent Se Sedan Fwd,26.297531700414627,13800.0,2019,45483,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346100569/NONE,2015_Ford_Focus_SE,649628439
Ford,Mustang Gt Coupe Rwd,26.242591757974044,10950.0,2018,63331,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=330754689/NONE,2016_Hyundai_Elantra_SE_FWD,516901832
Dodge,Durango Gt Rwd,26.211113954211296,12950.0,2020,34595,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346175984/NONE,2021_Honda_Accord_Sport_Special_Edition_FWD,354123300
Hyundai,Elantra Sel Fwd,26.18462666217813,13995.0,2018,44071,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347710828/NONE,2017_Hyundai_Accent_Value_Edition_Sedan_FWD,628004996
Hyundai,Elantra Sel Fwd,25.935546113334755,13495.0,2018,45300,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346282172/NONE,2019_Nissan_Versa_SV_FWD,644968425
Nissan,Pathfinder S 4wd,25.74711051898438,11950.0,2017,47174,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=325820537/NONE,2017_Kia_Forte5_LX,575679748
Toyota,Corolla L,25.698858161704628,14995.0,2018,56598,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343660435/NONE,2016_Nissan_Sentra_SR,688662459
Nissan,Altima 2.5 Sr Fwd,25.206405799878834,8950.0,2019,55750,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333018925/NONE,2014_Mitsubishi_Lancer_Evolution_GSR,679159250
Hyundai,Tucson Gls Fwd,25.035740564545613,13995.0,2014,40740,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340593689/NONE,2013_MINI_Cooper_S_Hatchback_FWD,579250770
Ford,Focus Se,25.008150141607445,11984.0,2017,61799,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345206062/NONE,2017_Nissan_LEAF_S,500991132
Chevrolet,Blazer Premier Fwd,24.6180058944722,12950.0,2019,49169,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333018928/NONE,2020_Lincoln_Nautilus_Reserve_AWD,899044299
Chevrolet,Spark Ls Fwd,24.155515152304204,9807.0,2016,51941,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345143507/NONE,2019_Hyundai_Accent_SE_Sedan_FWD,945241920
Toyota,Yaris Ia Sedan,24.077091549201175,14995.0,2017,57477,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347789947/NONE,2018_Nissan_Versa_S_Plus,700624974
Ford,Focus Se Hatchback,24.013040084375916,11740.0,2016,62332,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348581131/NONE,2017_Hyundai_Elantra_SE_FWD,507716928
Ford,Focus S,24.007500768771344,11995.0,2018,64263,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345469937/NONE,2014_Chevrolet_Cruze_LS_Sedan_FWD,520746096
Volkswagen,Jetta 1.4t S Fwd,23.976985785540855,14995.0,2017,43857,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342072984/NONE,2017_Hyundai_Elantra_SE_FWD,890113850
Ford,Fiesta Se,23.929422976365064,12346.0,2018,63721,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345129117/NONE,2016_Kia_Soul_Base,516911534
Gmc,Canyon Sle Crew Cab Rwd,23.882785563764543,8950.0,2020,44899,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334939916/NONE,2021_Subaru_WRX_AWD,276822490
Honda,Odyssey Ex-l Fwd,23.516938606909513,9950.0,2013,62674,2023-02-01,CarGuru,True,8,,2009_Mazda_RX-8_Grand_Touring,634475410
Nissan,Versa Sv Fwd,23.25920144967642,12395.0,2019,51954,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337107203/NONE,2018_Kia_Optima_LX,632791776
Nissan,Versa Note S Plus,23.082817252846315,10995.0,2017,52362,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347532921/NONE,2008_BMW_1_Series_128i_Convertible_RWD,637983969
Hyundai,Accent Se Sedan Fwd,23.001242040748018,12000.0,2018,51823,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346308208/NONE,2017_Hyundai_Sonata_SE_FWD,737295698
Ford,Focus Se Hatchback,22.974920680712888,11995.0,2018,65617,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346880074/NONE,2019_Nissan_Frontier_S_King_Cab_RWD,534410444
Mazda,Mazda3 I Sport,22.605040112834413,11995.0,2016,49967,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336685744/NONE,2015_Mitsubishi_Mirage_DE,507361820
Nissan,Rogue Select S Awd,22.550571191766434,13985.0,2014,44000,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348397520/NONE,2017_Toyota_Yaris_iA_Sedan,537234060
Hyundai,Accent Se Sedan Fwd,22.515438388414406,14000.0,2018,48802,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348897659/NONE,2019_Ford_Fiesta_S_FWD,695229052
Bmw,I3 Rwd,22.298843335496223,14995.0,2014,28735,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340761785/NONE,2016_Kia_Optima_EX,175596210
Toyota,Camry,22.105093239534302,12950.0,2018,65027,2023-02-01,CarGuru,True,8,,2018_Kia_Stinger_GT_RWD,788771416
Mazda,Mazda2 Sport,21.814758916560972,9995.0,2013,51108,2023-02-01,CarGuru,True,8,,2015_Chevrolet_Malibu_2LT_FWD,516920760
Ford,Focus Se Hatchback,21.754039003336274,11740.0,2016,65328,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346331449/NONE,2016_Chevrolet_Spark_LS_FWD,531242712
Volkswagen,Jetta S,21.513258499361307,11200.0,2013,49308,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346568510/NONE,2015_MINI_Cooper_2-Door_Hatchback_FWD,994216440
Nissan,Versa S Plus,21.496677196702823,12395.0,2018,53118,2023-02-01,CarGuru,True,8,,2017_Nissan_LEAF_S,646276284
Mini,Cooper 2-door Hatchback Fwd,21.233962492824723,11995.0,2015,36873,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338504754/NONE,2018_Kia_Optima_LX,303997545
Chevrolet,Spark 1lt Fwd,20.61108438164661,9550.0,2013,53572,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347617307/NONE,2017_Ford_Focus_SE_Hatchback,973046924
Chrysler,300 S Rwd,20.402194170444783,10950.0,2020,45915,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336361509/NONE,2015_Chevrolet_Malibu_1LT_FWD,743957400
Mitsubishi,Mirage G4 Es Fwd,20.338417360372308,12995.0,2019,41059,2023-02-01,CarGuru,True,8,,2015_Nissan_Altima_2.5_S,833139610
Hyundai,Elantra Se Fwd,20.166045607398956,13989.0,2017,50836,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345104217/NONE,2018_Kia_Forte_LX,721670404
Volkswagen,Jetta 1.4t S Fwd,19.944654376845197,10495.0,2017,57552,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346840554/NONE,2017_Nissan_Sentra_S,1164014320
Kia,Forte5 Ex,19.587047302875533,10995.0,2016,42194,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348753789/NONE,2015_Volkswagen_Jetta_SE_with_Connectivity,257069457
Kia,Forte Lx,19.5813860303031,14171.0,2017,37575,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333662161/NONE,2016_Nissan_LEAF_SL,229520317
Chevrolet,Cruze Ltz Sedan Fwd,19.036706520868,13995.0,2015,50032,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347505479/NONE,2015_Nissan_LEAF_S,912382515
Ram,Promaster City Tradesman Cargo Van Fwd,18.544454861146264,9950.0,2020,50385,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347772470/NONE,2013_Honda_Odyssey_EX-L_FWD,312138900
Chevrolet,Equinox Ls Fwd,18.427594488225374,11995.0,2015,54577,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347287037/NONE,2019_Nissan_Sentra_S_FWD,992776635
Kia,Soul Base Fwd,18.395305490783134,13900.0,2019,42164,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336013665/NONE,2013_Hyundai_Sonata_2.0T_Limited_FWD,258639948
